ticker,sharesOutstandingPCT,sharesOutstandingTotal,totalHoldingsValue,increasedPositionsHolders,increasedPositionsShares,decreasedPositionsHolders,decreasedPositionsShares,heldPositionsHolders,heldPositionsShares,totalPositionsHolders,totalPositionsShares,newPositionsHolders,newPositionsShares,soldOutPositionsHolders,soldOutPositionsShares,inserted
COOLU,3.26,40,13,4,64781,8,1130565,9,109215,21,1304561,1,29397,4,1114530,"28-11-2022 22:39:10"
COOP,91.23,71,"2,898",119,3066356,118,5828446,42,55483570,279,64378372,37,1658194,22,1735222,"28-11-2022 22:39:10"
CORT,81.21,108,"2,282",125,6011013,103,3729566,39,77680181,267,87420760,33,920745,23,218287,"28-11-2022 22:39:10"
CORZ,24.28,375,13,74,29407059,46,5655272,40,55879888,160,90942219,21,2197691,24,4298802,"28-11-2022 22:39:10"
COSM,0.74,26,0,6,70705,4,1494365,2,1368879,12,196191,5,70665,2,1452478,"28-11-2022 22:39:10"
COST,67.87,443,"160,317","1,371",11634035,"1,154",10858229,390,277917726,"2,915",300409990,148,1779904,85,358578,"28-11-2022 22:39:10"
COUP,100.47,76,"4,783",172,11193645,181,11695635,53,53398984,406,76288264,53,4085333,44,3098532,"28-11-2022 22:39:10"
COVA,91.27,30,275,24,4173281,22,3191613,48,20017195,94,27382089,9,665880,12,1844985,"28-11-2022 22:39:10"
COVAU,2.44,30,7,3,43933,14,1638346,7,950037,24,732242,1,21549,8,1611707,"28-11-2022 22:39:10"
COWN,94.24,28,"1,023",96,14895624,108,12796347,23,1289993,227,26401978,59,12959537,56,8422708,"28-11-2022 22:39:10"
CPAA,73.35,36,257,14,5094938,10,3389800,26,17699733,50,26184471,7,698738,2,218036,"28-11-2022 22:39:10"
CPAQ,74.6,9,69,10,1195621,3,82167,20,5537259,33,6815047,7,829683,1,15462,"28-11-2022 22:39:10"
CPAR,105.96,35,366,21,5482728,25,4286087,35,26898653,81,36667468,6,3088308,17,2694609,"28-11-2022 22:39:10"
CPARU,7.24,34,25,5,108334,6,409232,8,1970819,19,2488385,2,103550,5,409143,"28-11-2022 22:39:10"
CPHC,33.12,5,46,9,147342,1,850,12,1468049,22,1616241,1,12734,0,0,"28-11-2022 22:39:10"
CPIX,16.91,14,6,2,10336,12,282987,9,2153123,23,2446446,0,0,6,236742,"28-11-2022 22:39:10"
CPLP,16.68,20,49,8,330009,32,739529,14,2256628,54,3326166,4,106576,14,367033,"28-11-2022 22:39:10"
CPOP,0.11,18,0,1,16848,1,2585,0,380,2,19813,1,16848,0,0,"28-11-2022 22:39:10"
CPRT,81.42,476,"25,243",400,23068112,351,23410656,130,341331688,881,387810456,66,876650,61,3461582,"28-11-2022 22:39:10"
CPRX,81.7,104,"1,443",135,30844708,90,22148432,30,32035705,255,85028845,65,8564139,22,11412651,"28-11-2022 22:39:10"
CPSH,9.37,14,4,9,31983,15,132103,8,1188415,32,1352501,1,100,3,39288,"28-11-2022 22:39:10"
CPSI,90.47,15,384,64,767914,81,890307,25,11473095,170,13131316,12,181465,23,210475,"28-11-2022 22:39:10"
CPSS,52.35,20,86,24,438429,32,924231,7,9338027,63,10700687,12,356468,4,356388,"28-11-2022 22:39:10"
CPTN,5.92,156,12,34,4774170,10,1406562,2,3072058,46,9252790,10,195686,5,183116,"28-11-2022 22:39:10"
CPZ,27.73,20,88,30,313285,16,478911,6,4652269,52,5444465,7,44773,3,14031,"28-11-2022 22:39:10"
CRAI,85.9,7,759,61,317300,80,314374,23,5497325,164,6128999,18,174447,19,57378,"28-11-2022 22:39:10"
CRBP,18.65,125,3,19,608016,29,9124276,31,13637458,79,23369750,8,432809,14,1082337,"28-11-2022 22:39:10"
CRBU,70.45,61,376,63,9556258,47,3918105,23,29501081,133,42975444,14,2787063,22,1322027,"28-11-2022 22:39:10"
CRCT,49.4,44,176,28,962149,30,1292217,8,19297570,66,21551936,12,228902,18,781668,"28-11-2022 22:39:10"
CRDF,17.82,45,11,21,569045,31,1535520,22,5858546,74,7963111,7,110556,14,635209,"28-11-2022 22:39:10"
CRDL,7.67,62,3,9,107462,12,638032,8,4007895,29,4753389,4,51149,5,34452,"28-11-2022 22:39:10"
CRDO,40.76,146,855,82,29391608,20,2933374,5,27059699,107,59384681,34,3643500,10,1744258,"28-11-2022 22:39:10"
CREC,80.26,20,164,21,3189446,11,2317979,33,10644265,65,16151690,12,984112,3,304736,"28-11-2022 22:39:10"
CRECU,12.83,20,26,1,2500,10,624429,13,1955055,24,2581984,1,2500,8,567034,"28-11-2022 22:39:10"
CREG,0.19,7,0,1,10000,2,5653,3,1359,6,14294,1,10000,1,5380,"28-11-2022 22:39:10"
CRESY,1.01,592,34,13,368215,25,499979,12,5082923,50,5951117,3,169451,9,217681,"28-11-2022 22:39:10"
CREX,8.98,22,1,11,358213,5,78467,9,1520971,25,1957651,4,88475,1,8,"28-11-2022 22:39:10"
CRGE,13.76,207,65,40,2250175,26,3564094,8,22610678,74,28424947,13,431361,11,620662,"28-11-2022 22:39:10"
CRIS,38.76,96,31,31,3454946,46,9352601,21,24560650,98,37368197,10,1748489,20,2730578,"28-11-2022 22:39:10"
CRKN,13.93,20,1,11,1507213,6,1092329,14,220233,31,2819775,8,1490362,4,441951,"28-11-2022 22:39:10"
CRMD,26.73,41,47,26,600909,41,2016067,20,8419042,87,11036018,13,286551,12,261790,"28-11-2022 22:39:10"
CRMT,81.53,6,367,56,435296,82,388875,20,4367479,158,5191650,17,108305,30,194321,"28-11-2022 22:39:10"
CRNC,94.3,39,604,91,3674535,144,5413162,58,28048917,293,37136614,20,186455,56,767692,"28-11-2022 22:39:10"
CRNT,15.3,84,24,29,5572055,30,1197907,26,6087405,85,12857367,10,3551025,14,395582,"28-11-2022 22:39:10"
CRNX,95.73,54,932,72,3392982,42,3971820,24,44148217,138,51513019,24,1663867,14,2983555,"28-11-2022 22:39:10"
CRON,11.94,378,141,63,4160771,77,4659975,85,36350885,225,45171631,18,1426086,28,1853533,"28-11-2022 22:39:10"
CROX,86.16,62,"5,049",187,8572366,180,5115959,58,39512889,425,53201214,64,2143591,56,1094322,"28-11-2022 22:39:10"
CRSP,72.39,78,"3,117",185,8027649,174,7045772,136,41604599,495,56678020,57,3206618,52,545977,"28-11-2022 22:39:10"
CRSR,23.0,96,371,76,2388358,64,2198614,26,17487819,166,22074791,16,483539,30,601080,"28-11-2022 22:39:10"
CRTO,88.32,61,"1,404",56,7634995,62,8817113,27,37080805,145,53532913,20,5948044,17,7211761,"28-11-2022 22:39:10"
CRUS,93.99,55,"3,887",159,4473301,144,2620365,51,44655658,354,51749324,50,2485245,29,289926,"28-11-2022 22:39:10"
CRVL,51.41,17,"1,343",88,188482,84,264414,32,8422840,204,8875736,20,42553,21,104952,"28-11-2022 22:39:10"
CRVS,47.45,47,20,14,495503,17,4020493,21,17572451,52,22088447,5,72169,5,3316548,"28-11-2022 22:39:10"
CRWD,72.07,215,"21,683",533,19139312,444,21923582,166,113763000,"1,143",154825894,123,4718985,89,1081728,"28-11-2022 22:39:10"
CRWS,37.75,10,22,14,93000,10,134278,11,3591721,35,3818999,2,8381,2,22669,"28-11-2022 22:39:10"
CRZN,74.29,20,152,17,2995502,12,901103,26,11242824,55,15139429,6,321748,8,768884,"28-11-2022 22:39:10"
CRZNU,5.72,20,12,5,43261,7,2132742,4,1010739,16,1165264,2,30756,4,2123862,"28-11-2022 22:39:10"
CSBR,46.13,14,42,9,104626,13,114751,13,6018542,35,6237919,2,15279,3,51137,"28-11-2022 22:39:10"
CSCO,72.85,"4,108","144,853","1,441",105968275,"1,213",115991452,291,2770878449,"2,945",2992838176,115,16209230,124,4508509,"28-11-2022 22:39:10"
CSGP,99.49,407,"32,362",349,59349513,262,35203428,87,310072147,698,404625088,107,13312316,58,9858735,"28-11-2022 22:39:10"
CSGS,97.26,32,"1,871",108,1853742,131,2051526,38,26736780,277,30642048,17,133947,47,585625,"28-11-2022 22:39:10"
CSII,90.08,42,536,86,3114203,79,2806864,21,31805104,186,37726171,20,456332,20,403694,"28-11-2022 22:39:10"
CSIQ,48.31,64,"1,110",100,4908734,69,4322860,36,21814742,205,31046336,41,1710949,24,1065891,"28-11-2022 22:39:10"
CSLM,85.32,19,164,14,2691207,12,1531481,27,11966439,53,16189127,6,1281601,5,1077178,"28-11-2022 22:39:10"
CSPI,24.76,5,9,7,47621,5,21889,7,1058578,19,1128088,2,43389,0,0,"28-11-2022 22:39:10"
CSQ,17.69,159,400,72,1964777,49,1220873,50,24867916,171,28053566,21,236931,16,507356,"28-11-2022 22:39:10"
CSSE,55.25,13,48,21,1038522,43,840781,6,5367089,70,7246392,7,337296,22,196756,"28-11-2022 22:39:10"
CSSEP,0.0,4,0,0,0,1,1020,0,1020,1,0,0,0,1,1020,"28-11-2022 22:39:10"
CSTE,45.41,34,102,32,1494998,44,1412778,20,12747655,96,15655431,3,35355,9,179703,"28-11-2022 22:39:10"
CSTL,82.66,26,463,83,2230763,62,3073420,29,16477285,174,21781468,25,1044644,15,1384389,"28-11-2022 22:39:10"
CSTR,45.88,22,177,32,869649,34,444060,22,8740229,88,10053938,6,262948,4,77522,"28-11-2022 22:39:10"
CSWC,24.67,32,144,41,1134903,44,774935,22,5988117,107,7897955,8,194760,16,149990,"28-11-2022 22:39:10"
CSWI,79.21,15,"1,452",87,1762511,73,1625609,39,8871546,199,12259666,32,1489144,10,19116,"28-11-2022 22:39:10"
CSX,74.39,"2,102","50,081",644,83877872,624,117182332,303,1362994789,"1,571",1564054993,86,5829418,115,7385770,"28-11-2022 22:39:10"
CTAQ,90.74,41,375,30,4430903,21,2865890,44,30043210,95,37340003,10,993242,11,2691743,"28-11-2022 22:39:10"
CTAQU,5.82,41,24,3,25656,4,1258715,14,1110097,21,2394468,0,0,3,1258004,"28-11-2022 22:39:10"
CTAS,63.11,102,"29,238",410,3233068,398,3014135,172,57833370,980,64080573,82,313801,59,189941,"28-11-2022 22:39:10"
CTBI,59.18,18,507,52,258523,56,329560,32,10015840,140,10603923,8,45801,9,115866,"28-11-2022 22:39:10"
CTG,50.64,16,64,15,308135,15,316146,15,7333284,45,7957565,4,38987,5,48354,"28-11-2022 22:39:10"
CTHR,24.56,30,7,9,41136,16,746732,13,6665108,38,7452976,1,10000,5,390011,"28-11-2022 22:39:10"
CTIB,4.61,6,0,3,29646,3,29095,2,213814,8,272555,1,20704,1,26571,"28-11-2022 22:39:10"
CTIC,77.16,127,567,77,24852053,57,15471006,13,57589067,147,97912126,29,6106173,13,3155776,"28-11-2022 22:39:10"
CTKB,45.33,135,874,52,12593078,33,4560652,17,43970228,102,61123958,15,6343728,11,2023834,"28-11-2022 22:39:10"
CTLP,74.82,71,182,53,3881174,59,4221705,28,45184947,140,53287826,14,1851580,16,916228,"28-11-2022 22:39:10"
CTMX,54.96,66,66,35,7175152,50,16458994,26,12685487,111,36319633,12,1774225,26,13583548,"28-11-2022 22:39:10"
CTRM,1.36,95,2,5,501166,18,674906,11,108313,34,1284385,2,176441,7,577624,"28-11-2022 22:39:10"
CTRN,94.06,8,188,44,1563319,55,2391152,18,3927160,117,7881631,13,222734,28,1454724,"28-11-2022 22:39:10"
CTSH,91.7,514,"28,710",443,29582120,408,29216551,139,412479361,990,471278032,71,2244391,95,2884680,"28-11-2022 22:39:10"
CTSO,34.3,44,23,19,874267,39,1414617,25,12678274,83,14967158,5,22814,20,682329,"28-11-2022 22:39:10"
CTXR,9.41,146,16,21,572599,29,1993080,21,11188356,71,13754035,14,443802,14,592986,"28-11-2022 22:39:10"
CUBA,14.33,7,4,14,139110,4,37043,1,762906,19,939059,3,55591,2,31884,"28-11-2022 22:39:10"
CUE,36.36,35,45,19,641013,48,1913151,17,10313490,84,12867654,6,176706,15,327500,"28-11-2022 22:39:10"
CUEN,11.14,17,1,4,1647140,12,272793,6,57381,22,1862552,3,1646184,8,263932,"28-11-2022 22:39:10"
CULL,7.0,7,6,6,145771,4,110088,5,262219,15,518078,3,47307,2,13428,"28-11-2022 22:39:10"
CURI,9.69,53,7,16,448573,42,1207508,18,3462498,76,5118579,6,25969,18,390342,"28-11-2022 22:39:10"
CUTR,129.41,20,"1,099",102,2802356,75,2898858,30,19682810,207,25384024,30,774311,21,380703,"28-11-2022 22:39:10"
CVAC,3.9,187,55,40,1135799,55,2071180,13,4111561,108,7318540,17,774164,22,857994,"28-11-2022 22:39:10"
CVBF,72.39,140,"2,868",121,2884412,91,4967219,39,93360091,251,101211722,30,793813,11,462464,"28-11-2022 22:39:10"
CVCO,95.34,9,"1,868",122,1209428,112,1182864,33,6101633,267,8493925,39,862729,18,77746,"28-11-2022 22:39:10"
CVCY,45.89,12,111,21,574316,33,543802,17,4266121,71,5384239,8,175600,11,275370,"28-11-2022 22:39:10"
CVGI,53.16,33,115,29,951832,43,1605340,15,15184251,87,17741423,4,99688,22,540337,"28-11-2022 22:39:10"
CVGW,75.43,18,486,78,672986,79,1444732,29,11257280,186,13374998,27,318620,24,501703,"28-11-2022 22:39:10"
CVLG,68.09,11,291,63,811232,39,675206,19,6101561,121,7587999,31,458375,8,183920,"28-11-2022 22:39:10"
CVLT,94.15,45,"2,769",117,2008057,136,2698407,28,37220398,281,41926862,23,842586,40,357849,"28-11-2022 22:39:10"
CVLY,41.9,10,94,20,539758,19,1155621,11,2307922,50,4003301,5,204458,7,284109,"28-11-2022 22:39:10"
CVRX,51.15,21,132,16,843149,21,1201886,10,8484570,47,10529605,9,770870,8,652670,"28-11-2022 22:39:10"
CVT,94.48,485,"2,500",29,5046932,41,4729184,12,448118394,82,457894510,15,1284209,5,57225,"28-11-2022 22:39:10"
CVV,18.21,7,6,7,18400,5,26864,6,1185992,18,1231256,0,0,1,11852,"28-11-2022 22:39:10"
CWBC,27.41,9,36,7,27275,10,72367,12,2301250,29,2400892,1,1,3,10604,"28-11-2022 22:39:10"
CWBR,7.15,3,0,6,52825,29,75608,5,79532,40,207965,0,0,18,33518,"28-11-2022 22:39:10"
CWCO,43.75,15,97,52,1082746,32,1508587,21,4099610,105,6690943,27,425103,12,201705,"28-11-2022 22:39:10"
CWST,99.83,51,"4,310",122,2341349,107,2115917,63,46149634,292,50606900,29,536846,13,51009,"28-11-2022 22:39:10"
CXDO,8.84,23,4,10,96612,7,34265,8,1881808,25,2012685,6,56389,3,13589,"28-11-2022 22:39:10"
CYAD,40.85,16,7,3,32914,4,36126,3,6504592,10,6573632,2,28256,2,34126,"28-11-2022 22:39:10"
CYAN,9.9,6,1,3,64603,5,50411,5,506038,13,621052,1,250,1,14251,"28-11-2022 22:39:10"
CYBR,91.47,41,"5,699",183,4135919,150,22865181,63,10242768,396,37243868,49,1856841,32,1152140,"28-11-2022 22:39:10"
CYCC,18.77,13,2,18,1023908,9,793260,5,535959,32,2353127,9,412579,5,621794,"28-11-2022 22:39:10"
CYCCP,0.16,0,0,1,45,0,0,0,503,1,548,0,0,0,0,"28-11-2022 22:39:10"
CYCN,48.83,43,17,6,898364,22,666536,17,19675212,45,21240112,2,11001,7,226802,"28-11-2022 22:39:10"
CYN,25.77,34,7,12,165709,11,351877,7,8160751,30,8678337,5,87850,10,343553,"28-11-2022 22:39:10"
CYRN,23.13,8,2,4,184606,7,48477,5,1571199,16,1804282,3,163469,6,42367,"28-11-2022 22:39:10"
CYRX,89.28,49,825,98,4572034,82,4772601,37,34401497,217,43746132,35,1335022,21,654430,"28-11-2022 22:39:10"
CYT,50.77,35,27,15,742529,24,1742907,10,15507098,49,17992534,4,41340,10,111897,"28-11-2022 22:39:10"
CYTH,4.69,8,1,3,12990,4,17576,8,367184,15,397750,2,10680,3,2084,"28-11-2022 22:39:10"
CYTK,110.19,95,"4,242",149,10558701,114,11976254,40,81739611,303,104274566,42,1618578,25,2097283,"28-11-2022 22:39:10"
CYTO,2.07,1,0,7,14168,6,8027,5,1276,18,20919,5,6952,4,6339,"28-11-2022 22:39:10"
CYXT,61.08,180,205,51,6018468,53,3962695,11,99737162,115,109718325,20,2840270,21,1056365,"28-11-2022 22:39:10"
CZFS,6.16,4,18,11,37001,5,12990,9,194702,25,244693,7,31945,1,1607,"28-11-2022 22:39:10"
CZNC,28.3,16,107,25,42088,23,72786,18,4271248,66,4386122,4,4832,1,2000,"28-11-2022 22:39:10"
CZR,95.26,215,"10,154",256,21584879,225,25486717,58,157319593,539,204391189,62,2431860,70,4354136,"28-11-2022 22:39:10"
CZWI,55.84,10,84,13,51283,15,85121,14,5717127,42,5853531,2,1617,1,400,"28-11-2022 22:39:10"
DADA,5.11,928,220,33,4533261,63,8896352,10,33971304,106,47400917,11,2674163,26,4195168,"28-11-2022 22:39:10"
DAIO,36.35,9,14,7,71456,11,224294,10,2909270,28,3205020,0,0,0,0,"28-11-2022 22:39:10"
DAKT,46.43,45,74,30,2828383,66,5039714,22,13042812,118,20910909,6,1797241,27,2680351,"28-11-2022 22:39:10"
DALN,40.23,5,8,8,126771,11,303554,5,1475699,24,1906024,3,3434,2,24489,"28-11-2022 22:39:10"
DALS,75.55,21,153,9,1125010,12,1023790,28,13453175,49,15601975,4,222028,5,829817,"28-11-2022 22:39:10"
DAOO,88.39,23,206,16,2737919,17,1989733,30,15601979,63,20329631,5,729254,6,776363,"28-11-2022 22:39:10"
DAOOU,12.0,23,28,2,745325,6,399601,10,1615235,18,2760161,1,745000,5,396675,"28-11-2022 22:39:10"
DARE,9.19,85,7,17,876865,11,499136,9,6418228,37,7794229,2,13782,7,183841,"28-11-2022 22:39:10"
DATS,3.51,21,0,12,384977,5,79982,3,257108,20,722067,6,165005,1,70557,"28-11-2022 22:39:10"
DAVE,6.14,330,8,21,8118319,24,10672970,9,1460872,54,20252161,12,1233336,16,10186297,"28-11-2022 22:39:10"
DAWN,82.64,74,"1,301",62,9540183,36,8137234,15,43105470,113,60782887,26,2949262,18,1520771,"28-11-2022 22:39:10"
DBGI,2.57,1,0,10,7598,8,34474,10,14537,28,27535,7,7408,5,31186,"28-11-2022 22:39:10"
DBTX,71.87,25,59,14,253085,17,180610,15,17507624,46,17941319,4,52004,6,62827,"28-11-2022 22:39:10"
DBVT,31.45,110,47,13,9409673,19,10272974,14,14861117,46,34543764,7,7077258,10,10073451,"28-11-2022 22:39:10"
DBX,80.65,280,"5,039",186,14884715,225,18781902,76,192482249,487,226148866,50,4635069,54,5443831,"28-11-2022 22:39:10"
DCBO,38.55,33,392,35,1222146,30,1186282,22,10274608,87,12683036,8,690821,8,145015,"28-11-2022 22:39:10"
DCFC,31.16,153,79,31,3959756,15,969150,9,42815468,55,47744374,11,1463442,5,74207,"28-11-2022 22:39:10"
DCGO,36.88,103,256,82,8331947,29,1782948,14,27807894,125,37922789,35,3784362,9,366234,"28-11-2022 22:39:10"
DCOM,74.26,39,997,71,3453624,69,3872451,33,21320143,173,28646218,19,3109800,13,211156,"28-11-2022 22:39:10"
DCOMP,0.0,5,0,0,0,1,670,0,670,1,0,0,0,1,670,"28-11-2022 22:39:10"
DCPH,73.6,68,792,97,9643462,44,8504953,22,31585190,163,49733605,37,2789575,10,589014,"28-11-2022 22:39:10"
DCRD,102.18,32,328,32,7543091,16,3397933,31,21372581,79,32313605,12,4493142,5,1159373,"28-11-2022 22:39:10"
DCT,74.9,133,"1,103",96,9744633,85,13044277,23,76634762,204,99423672,33,3063755,31,1137221,"28-11-2022 22:39:10"
DCTH,14.16,9,3,3,2078,7,47113,15,1167971,25,1217162,1,788,2,21876,"28-11-2022 22:39:10"
DDI,197.07,2,41,4,135557,9,187433,5,4559754,18,4882744,2,118985,3,131544,"28-11-2022 22:39:10"
DDOG,78.97,292,"17,260",370,29347461,295,35760763,92,165516125,757,230624349,85,4018707,91,9538552,"28-11-2022 22:39:10"
DECA,80.84,9,72,15,2851606,3,232507,13,3997153,31,7081266,12,2377569,2,82507,"28-11-2022 22:39:10"
DECAU,10.99,8,9,1,40078,12,1532274,5,695688,18,876664,0,0,9,1522125,"28-11-2022 22:39:10"
DENN,84.57,57,600,80,6084426,78,6676987,20,35639544,178,48400957,23,1701550,18,1871846,"28-11-2022 22:39:10"
DERM,16.18,12,3,13,197164,4,48010,4,1648440,21,1893614,9,174161,0,0,"28-11-2022 22:39:10"
DFFN,9.19,2,1,2,2179,6,23233,8,162077,16,187489,0,0,4,11220,"28-11-2022 22:39:10"
DFLI,4.66,43,17,5,430946,39,9979050,1,8391946,45,2018050,5,430946,33,8559539,"28-11-2022 22:39:10"
DGHI,0.91,24,0,6,48814,7,42043,4,125658,17,216515,4,27372,4,36628,"28-11-2022 22:39:10"
DGICA,34.64,27,142,53,603459,38,767921,19,7942887,110,9314267,15,233057,14,277293,"28-11-2022 22:39:10"
DGICB,7.05,6,6,2,325,3,10815,4,382258,9,393398,0,0,1,172,"28-11-2022 22:39:10"
DGII,93.59,36,"1,411",109,4461823,77,3044154,22,25769748,208,33275725,44,2117684,16,655612,"28-11-2022 22:39:10"
DGLY,13.89,54,2,14,3367599,13,192176,11,3928534,38,7488309,7,974621,8,142147,"28-11-2022 22:39:10"
DGNU,96.76,43,410,33,9833148,31,8395078,56,23444373,120,41672599,15,3559917,17,5189580,"28-11-2022 22:39:10"
DH,103.27,105,"1,205",86,8894043,45,4264232,10,95360806,141,108519081,29,2980904,18,1384007,"28-11-2022 22:39:10"
DHAC,250.95,4,109,7,580772,6,244830,28,9529019,41,10354621,4,512924,2,84312,"28-11-2022 22:39:10"
DHACU,1.66,12,2,0,0,4,250800,3,59439,7,191361,0,0,2,250000,"28-11-2022 22:39:10"
DHBC,82.08,29,237,29,3882262,12,2033500,48,17681720,89,23597482,11,1763350,7,1160213,"28-11-2022 22:39:10"
DHC,81.58,240,201,88,19158935,121,23864056,56,152531323,265,195554314,20,1578829,42,5151200,"28-11-2022 22:39:10"
DHCA,90.38,31,280,27,4274286,19,3085070,36,20608395,82,27967751,10,1959625,13,2657068,"28-11-2022 22:39:10"
DHCAU,4.91,31,15,5,55349,10,1789305,14,325013,29,1519641,2,35688,7,1760067,"28-11-2022 22:39:10"
DHCNI,1.65,14,3,1,231116,1,16000,0,16000,2,231116,1,231116,1,16000,"28-11-2022 22:39:10"
DHCNL,2.32,10,3,2,231848,1,16849,0,16437,3,232260,1,231838,1,16849,"28-11-2022 22:39:10"
DHHC,94.17,34,325,37,7792039,24,6720546,42,17975156,103,32487741,15,2766568,15,4009853,"28-11-2022 22:39:10"
DHHCU,2.53,34,9,3,12944,14,580435,13,280531,30,873910,0,0,9,544016,"28-11-2022 22:39:10"
DHIL,63.14,3,350,51,56246,55,129684,25,1718322,131,1904252,15,17537,9,21386,"28-11-2022 22:39:10"
DIBS,52.9,39,128,47,1638551,17,738688,21,18216371,85,20593610,20,770475,5,211092,"28-11-2022 22:39:10"
DICE,77.87,48,"1,209",46,3931240,29,3523758,20,29668372,95,37123370,14,1150087,12,1848513,"28-11-2022 22:39:10"
DIOD,98.09,45,"3,979",150,2749607,152,2290655,38,39559720,340,44599982,34,209046,42,450471,"28-11-2022 22:39:10"
DISA,83.38,28,230,13,2737539,11,1656828,27,18534987,51,22929354,6,1217678,4,251747,"28-11-2022 22:39:10"
DISAU,16.26,28,45,3,11012,12,1136971,9,3323345,24,4471328,1,8844,7,1084905,"28-11-2022 22:39:10"
DISH,82.28,292,"3,848",224,15686356,170,16595873,56,208189845,450,240472074,56,2227793,45,2526717,"28-11-2022 22:39:10"
DJCO,44.96,1,171,19,40327,23,8478,18,571976,60,620781,3,12608,7,7173,"28-11-2022 22:39:10"
DKDCA,97.14,12,123,5,225160,14,240313,21,11273986,40,11739459,1,18288,2,54721,"28-11-2022 22:39:10"
DKNG,58.22,449,"3,956",214,44253091,240,32627481,139,184419527,593,261300099,83,22006989,70,7086638,"28-11-2022 22:39:10"
DLCA,90.86,21,189,19,2387116,20,2194029,38,14225890,77,18807035,8,1142117,9,846446,"28-11-2022 22:39:10"
DLCAU,1.94,21,4,1,11374,5,216382,9,173002,15,400758,1,11374,2,203754,"28-11-2022 22:39:10"
DLHC,60.05,13,108,23,261483,23,437090,16,7085083,62,7783656,8,68750,6,195662,"28-11-2022 22:39:10"
DLO,86.64,162,"2,006",88,12540511,57,13590911,17,114169154,162,140300576,39,3532054,20,4537841,"28-11-2022 22:39:10"
DLPN,11.59,10,3,8,275747,9,50720,7,856958,24,1183425,4,262019,4,30751,"28-11-2022 22:39:10"
DLTH,30.1,30,81,37,750798,51,773731,23,7510766,111,9035295,10,288072,17,316604,"28-11-2022 22:39:10"
DLTR,100.47,221,"33,631",330,25981846,443,19250637,139,177000834,912,222233317,84,7621575,91,2446736,"28-11-2022 22:39:10"
DMAC,7.62,26,2,12,195680,13,1236855,6,583098,31,2015633,5,58707,7,1203631,"28-11-2022 22:39:10"
DMAQ,88.71,13,120,13,1209390,7,1138839,28,9424400,48,11772629,5,871002,5,1129248,"28-11-2022 22:39:10"
DMLP,19.36,38,218,31,403275,29,529094,34,6496922,94,7429291,12,160226,8,83467,"28-11-2022 22:39:10"
DMRC,55.23,20,243,32,516155,32,517892,22,10032779,86,11066826,7,30121,9,128609,"28-11-2022 22:39:10"
DMTK,42.58,30,31,54,1150777,65,6101747,35,5613224,154,12865748,21,251513,27,1886432,"28-11-2022 22:39:10"
DNAB,94.15,26,241,28,4659395,28,3606547,44,15875220,100,24141162,8,1483514,12,1866937,"28-11-2022 22:39:10"
DNAD,94.42,26,242,23,3582519,24,3289404,41,17336957,88,24208880,7,2450546,11,1982530,"28-11-2022 22:39:10"
DNAY,39.42,30,18,13,543540,29,3425530,5,7667954,47,11637024,7,362229,13,3224741,"28-11-2022 22:39:10"
DNLI,67.96,136,"2,766",109,5498270,80,6064588,31,80736454,220,92299312,32,1835435,20,188624,"28-11-2022 22:39:10"
DNUT,30.36,167,812,66,4521313,55,6823929,27,39485531,148,50830773,27,683051,26,5453885,"28-11-2022 22:39:10"
DOCU,77.3,201,"7,144",331,17403484,396,16260637,134,121536755,861,155200876,73,4793675,124,3116508,"28-11-2022 22:39:10"
DOGZ,9.26,39,4,9,508183,14,410880,2,2716793,25,3635856,4,110682,7,193979,"28-11-2022 22:39:10"
DOMO,79.06,31,326,88,5804412,76,5468444,21,13238589,185,24511445,23,391353,36,2312807,"28-11-2022 22:39:10"
DOOO,60.9,36,"1,576",59,1468402,64,1280556,12,19383927,135,22132885,11,137761,19,420856,"28-11-2022 22:39:10"
DORM,76.46,31,"2,183",114,1464986,145,1705277,35,20850882,294,24021145,26,981429,42,119419,"28-11-2022 22:39:10"
DOX,93.45,123,"10,036",212,7747670,219,8613279,73,98437704,504,114798653,58,871864,52,913830,"28-11-2022 22:39:10"
DOYU,196.39,32,72,25,6857936,40,6880150,19,48612482,84,62350568,11,4659766,16,4392848,"28-11-2022 22:39:10"
DPRO,2.13,33,1,7,190898,9,70188,16,445760,32,706846,4,106303,3,13949,"28-11-2022 22:39:10"
DRAY,85.42,29,248,16,2577050,11,1379665,34,20600555,61,24557270,7,1708805,1,414404,"28-11-2022 22:39:10"
